county,year,Total farm production expenditures,Average per farm,Fertilizer lime and soil conditioners purchased,Chemicals purchased,Seeds plants vines and trees purchased,Livestock and poultry purchased or leased,Breeding livestock purchased or leased,Other livestock and poultry purchased or leased,Feed purchased,Gasoline fuels and oils purchased,Utilities,Repairs supplies and maintenance cost,Hired farm labor,Contract labor,Customwork and custom hauling,Cash rent for land buildings and grazing fees,Rent and lease expenses for machinery equipment and farm share of vehicles,Interest expense,Property taxes paid,All other production expenses,Depreciation expenses claimed
Harris,2007,6963.0,18769.0,207.0,99.0,105.0,74.0,120.0,,218.0,687.0,137.0,1147.0,675.0,93.0,33.0,10.0,6.0,777.0,881.0,450.0,618.0
Hart,2002,57035.0,100946.0,1311.0,408.0,533.0,27278.0,221.0,,94620.0,1426.0,1270.0,2211.0,1734.0,159.0,255.0,1439.0,53.0,2597.0,1203.0,1525.0,3777.0
Hart,2007,158605.0,241408.0,322.0,246.0,196.0,202.0,404.0,,417.0,3717.0,2814.0,3942.0,2510.0,218.0,228.0,72.0,79.0,4727.0,1417.0,13364.0,7726.0
Heard,2002,18248.0,87312.0,381.0,100.0,23.0,3284.0,58.0,,14228.0,478.0,527.0,516.0,347.0,128.0,36.0,162.0,,688.0,529.0,490.0,915.0
Heard,2007,24859.0,132936.0,91.0,85.0,39.0,55.0,247.0,,181.0,1248.0,404.0,658.0,668.0,79.0,32.0,33.0,31.0,864.0,354.0,2342.0,831.0
Henry,2002,6963.0,15788.0,582.0,103.0,494.0,310.0,,,858.0,328.0,260.0,980.0,1740.0,94.0,13.0,262.0,43.0,199.0,1246.0,563.0,612.0
Henry,2007,7744.0,25988.0,291.0,159.0,133.0,23.0,83.0,,236.0,642.0,235.0,821.0,1638.0,83.0,86.0,13.0,37.0,372.0,687.0,535.0,601.0
Houston,2002,21534.0,59485.0,1241.0,905.0,659.0,821.0,74.0,,3518.0,978.0,512.0,1602.0,1330.0,108.0,332.0,763.0,127.0,1788.0,829.0,1272.0,2894.0
Houston,2007,16002.0,53697.0,194.0,187.0,127.0,70.0,119.0,,219.0,1483.0,541.0,1490.0,1173.0,86.0,221.0,43.0,57.0,910.0,781.0,1354.0,1614.0
Irwin,2002,32621.0,93740.0,7789.0,6127.0,3495.0,970.0,173.0,,3037.0,2438.0,813.0,2838.0,2078.0,500.0,760.0,4650.0,498.0,2641.0,1055.0,1396.0,3061.0
Irwin,2007,42061.0,108684.0,244.0,210.0,160.0,37.0,82.0,,162.0,4424.0,993.0,3293.0,1762.0,287.0,553.0,106.0,187.0,1840.0,975.0,1677.0,5620.0
Jackson,2002,100774.0,110498.0,1029.0,514.0,351.0,30376.0,310.0,,72998.0,2645.0,3874.0,3831.0,3805.0,741.0,126.0,899.0,250.0,5218.0,1774.0,2197.0,7907.0
Jackson,2007,140779.0,157824.0,362.0,327.0,174.0,321.0,467.0,,747.0,3861.0,2801.0,4715.0,2857.0,597.0,137.0,67.0,32.0,4109.0,2665.0,12839.0,5254.0
Jasper,2002,28709.0,135420.0,405.0,106.0,52.0,1736.0,212.0,,8411.0,354.0,496.0,5366.0,2592.0,61.0,95.0,352.0,,302.0,742.0,3156.0,1070.0
Jasper,2007,17816.0,53502.0,100.0,60.0,60.0,42.0,280.0,,155.0,770.0,515.0,2513.0,658.0,100.0,108.0,20.0,-36.0,656.0,872.0,563.0,881.0
Jeff Davis,2002,11119.0,43948.0,3541.0,2267.0,1571.0,798.0,,,3147.0,766.0,210.0,1614.0,513.0,,233.0,907.0,,566.0,311.0,758.0,893.0
Jeff Davis,2007,21005.0,93775.0,172.0,120.0,96.0,48.0,39.0,,135.0,1745.0,427.0,1873.0,973.0,84.0,265.0,37.0,70.0,874.0,949.0,1488.0,1008.0
Jefferson,2002,24353.0,62765.0,4707.0,2561.0,2121.0,2510.0,213.0,,1613.0,1215.0,732.0,2492.0,2425.0,424.0,517.0,1021.0,211.0,1793.0,800.0,1272.0,1979.0
Jefferson,2007,27005.0,85731.0,210.0,181.0,183.0,84.0,93.0,,197.0,2555.0,694.0,2445.0,2190.0,158.0,682.0,94.0,225.0,1442.0,1033.0,1051.0,3152.0
Jenkins,2002,14904.0,62358.0,2124.0,1145.0,813.0,285.0,,,1170.0,604.0,436.0,1769.0,1517.0,87.0,357.0,657.0,233.0,1030.0,634.0,815.0,1211.0
Jenkins,2007,13512.0,54706.0,122.0,99.0,94.0,57.0,107.0,,109.0,1004.0,304.0,1541.0,723.0,216.0,381.0,34.0,210.0,1576.0,832.0,531.0,1181.0
Johnson,2002,6012.0,20947.0,1090.0,269.0,381.0,254.0,115.0,,468.0,356.0,192.0,868.0,351.0,,126.0,277.0,,489.0,543.0,552.0,371.0
Johnson,2007,6205.0,22082.0,244.0,100.0,173.0,102.0,143.0,,215.0,822.0,113.0,710.0,126.0,40.0,30.0,43.0,49.0,670.0,523.0,436.0,815.0
Jones,2002,6885.0,36047.0,501.0,82.0,76.0,548.0,170.0,,3020.0,218.0,185.0,434.0,435.0,29.0,136.0,306.0,11.0,411.0,245.0,546.0,359.0
Jones,2007,8718.0,42320.0,79.0,99.0,56.0,42.0,161.0,,141.0,509.0,311.0,649.0,842.0,59.0,35.0,22.0,14.0,505.0,725.0,536.0,664.0
Lamar,2002,20784.0,85531.0,621.0,201.0,604.0,4200.0,64.0,,18285.0,864.0,365.0,1278.0,1193.0,171.0,,458.0,,1049.0,609.0,1409.0,1850.0
Lamar,2007,32523.0,120011.0,143.0,108.0,114.0,51.0,98.0,,195.0,1295.0,698.0,1614.0,1105.0,142.0,96.0,37.0,69.0,588.0,643.0,1934.0,1457.0
Lanier,2002,10080.0,75226.0,1763.0,2434.0,478.0,349.0,,,397.0,583.0,274.0,1175.0,2177.0,318.0,,597.0,32.0,262.0,446.0,,1073.0
Lanier,2007,15663.0,146385.0,84.0,66.0,62.0,17.0,40.0,,63.0,1566.0,386.0,2782.0,2783.0,422.0,37.0,12.0,23.0,333.0,944.0,368.0,1842.0
Laurens,2002,14008.0,19730.0,2933.0,867.0,1472.0,469.0,,,1512.0,912.0,220.0,2035.0,1370.0,,144.0,734.0,,1121.0,1462.0,735.0,1152.0
Laurens,2007,18353.0,27640.0,380.0,219.0,189.0,68.0,387.0,,373.0,2050.0,509.0,2149.0,1451.0,185.0,314.0,59.0,121.0,1521.0,1369.0,788.0,2155.0
Lee,2002,23643.0,136665.0,3816.0,2533.0,1358.0,815.0,,,612.0,992.0,689.0,1817.0,2544.0,183.0,335.0,1870.0,349.0,1621.0,1507.0,2429.0,1946.0
Lee,2007,25154.0,127042.0,107.0,87.0,84.0,33.0,66.0,,76.0,2051.0,761.0,2168.0,2686.0,304.0,572.0,33.0,393.0,1853.0,1136.0,2226.0,2588.0
Liberty,2002,535.0,7864.0,44.0,6.0,6.0,29.0,,,147.0,47.0,16.0,49.0,26.0,13.0,,3.0,,72.0,58.0,33.0,40.0
Liberty,2007,696.0,11232.0,41.0,22.0,23.0,7.0,6.0,,51.0,107.0,20.0,106.0,50.0,13.0,,11.0,,31.0,94.0,38.0,78.0
Lincoln,2002,2775.0,13405.0,249.0,,47.0,147.0,84.0,,497.0,131.0,37.0,306.0,183.0,19.0,39.0,37.0,,207.0,278.0,215.0,227.0
Lincoln,2007,3272.0,16440.0,91.0,61.0,51.0,69.0,94.0,,178.0,599.0,50.0,578.0,97.0,71.0,67.0,30.0,5.0,330.0,352.0,120.0,405.0
Long,2002,5167.0,67981.0,335.0,40.0,90.0,673.0,12.0,,2302.0,191.0,117.0,267.0,92.0,188.0,,69.0,,287.0,223.0,168.0,196.0
Long,2007,5168.0,70801.0,47.0,44.0,25.0,16.0,8.0,,36.0,344.0,88.0,248.0,140.0,15.0,2.0,15.0,,232.0,145.0,447.0,135.0
Lowndes,2002,19935.0,42872.0,2847.0,2118.0,3171.0,228.0,44.0,,969.0,1507.0,674.0,3086.0,2158.0,2023.0,86.0,639.0,475.0,1188.0,1125.0,1137.0,2797.0
Lowndes,2007,23386.0,49757.0,337.0,258.0,196.0,97.0,157.0,,299.0,1700.0,554.0,2326.0,2277.0,1574.0,186.0,51.0,568.0,1744.0,1087.0,1399.0,2494.0
Lumpkin,2002,26636.0,106974.0,225.0,405.0,53.0,14358.0,82.0,,16266.0,1056.0,832.0,1298.0,1868.0,120.0,,48.0,,926.0,834.0,1025.0,1142.0
Lumpkin,2007,42354.0,145048.0,136.0,113.0,66.0,98.0,53.0,,198.0,1306.0,1173.0,1426.0,1331.0,89.0,53.0,43.0,122.0,1414.0,973.0,3248.0,1484.0
Macon,2002,84073.0,233536.0,4011.0,2689.0,3044.0,26497.0,3321.0,,46954.0,2607.0,2371.0,5263.0,9331.0,,1913.0,2292.0,,2688.0,1429.0,5225.0,7164.0
Macon,2007,121723.0,362269.0,175.0,150.0,138.0,67.0,4010.0,,147.0,4304.0,3025.0,5105.0,6196.0,1438.0,1947.0,60.0,1267.0,3703.0,1732.0,8766.0,8533.0
Madison,2002,85706.0,112919.0,871.0,338.0,182.0,18390.0,1065.0,,68230.0,2092.0,2090.0,2670.0,1073.0,105.0,294.0,715.0,39.0,2563.0,1314.0,1573.0,3939.0
Madison,2007,116574.0,151198.0,309.0,221.0,99.0,225.0,406.0,,618.0,3291.0,2088.0,3609.0,1785.0,442.0,385.0,75.0,55.0,3633.0,1739.0,10822.0,5483.0
Marion M,2002,10043.0,55179.0,802.0,311.0,315.0,3268.0,14.0,,14277.0,371.0,305.0,741.0,496.0,142.0,,133.0,,612.0,322.0,393.0,828.0
Marion M,2007,27043.0,146176.0,126.0,96.0,95.0,17.0,77.0,,110.0,1128.0,350.0,1786.0,424.0,249.0,61.0,28.0,100.0,843.0,526.0,2525.0,1426.0
McDuffie M,2002,22575.0,76525.0,2087.0,767.0,,298.0,76.0,,718.0,356.0,476.0,1812.0,,251.0,135.0,376.0,,926.0,410.0,3851.0,1798.0
McDuffie M,2007,20948.0,98347.0,166.0,97.0,87.0,75.0,168.0,,247.0,618.0,586.0,1188.0,9779.0,44.0,57.0,26.0,,891.0,369.0,857.0,1525.0
Miller,2002,26856.0,131003.0,9020.0,5883.0,3082.0,1309.0,156.0,,3883.0,1442.0,599.0,2300.0,1870.0,251.0,532.0,4005.0,252.0,2351.0,755.0,1135.0,2989.0
Miller,2007,44742.0,210058.0,135.0,111.0,113.0,35.0,561.0,,119.0,4466.0,726.0,2884.0,1877.0,148.0,431.0,65.0,139.0,2514.0,1039.0,3335.0,2409.0
Mitchell,2002,106033.0,213346.0,14480.0,11238.0,5722.0,35302.0,,,63221.0,4159.0,2607.0,7405.0,10900.0,1737.0,2020.0,6831.0,1084.0,5591.0,1886.0,6375.0,7191.0
Mitchell,2007,196528.0,445641.0,338.0,283.0,265.0,111.0,168.0,,226.0,9142.0,4252.0,7881.0,10642.0,1476.0,1025.0,125.0,983.0,6114.0,2980.0,15238.0,8573.0
Monroe M,2002,27698.0,118368.0,481.0,118.0,128.0,4225.0,105.0,,12512.0,1070.0,1347.0,1357.0,2057.0,193.0,,88.0,,595.0,543.0,1377.0,1557.0
Monroe M,2007,26937.0,132046.0,80.0,80.0,76.0,71.0,250.0,,172.0,918.0,860.0,1534.0,1358.0,565.0,260.0,30.0,73.0,765.0,627.0,2722.0,1589.0
Morgan,2002,38361.0,73068.0,1890.0,528.0,830.0,7999.0,832.0,,24709.0,828.0,778.0,2958.0,2903.0,315.0,496.0,549.0,128.0,1289.0,2172.0,1784.0,2006.0
Morgan,2007,59156.0,90040.0,278.0,206.0,216.0,161.0,389.0,,387.0,2171.0,1208.0,2785.0,4280.0,415.0,808.0,111.0,98.0,2334.0,1810.0,6742.0,3376.0
Murray,2002,21664.0,70566.0,441.0,297.0,137.0,6387.0,112.0,,24809.0,652.0,398.0,1019.0,752.0,,157.0,172.0,,1341.0,489.0,1027.0,648.0
Murray,2007,42716.0,138687.0,117.0,121.0,64.0,106.0,144.0,,225.0,1326.0,484.0,1563.0,782.0,189.0,139.0,69.0,,1122.0,710.0,4225.0,1794.0
Muscogee,2002,1830.0,19262.0,23.0,8.0,8.0,,,,,158.0,99.0,214.0,149.0,,,,,31.0,184.0,,522.0
Muscogee,2007,653.0,15184.0,47.0,26.0,35.0,7.0,,,84.0,77.0,5.0,113.0,8.0,4.0,2.0,6.0,11.0,16.0,174.0,347.0,37.0
Newton,2002,8243.0,23352.0,746.0,182.0,,393.0,131.0,,1743.0,353.0,224.0,726.0,748.0,,,215.0,,969.0,781.0,882.0,401.0
Newton,2007,8817.0,28815.0,215.0,130.0,106.0,106.0,173.0,,279.0,617.0,201.0,903.0,1068.0,126.0,40.0,21.0,2.0,285.0,856.0,372.0,509.0
Oconee,2002,37116.0,89869.0,1399.0,392.0,1467.0,7612.0,70.0,,31768.0,976.0,666.0,1712.0,3738.0,628.0,,606.0,,1706.0,982.0,1512.0,2434.0
Oconee,2007,64462.0,153480.0,206.0,226.0,150.0,155.0,170.0,,281.0,1766.0,972.0,2006.0,7690.0,308.0,382.0,56.0,46.0,1600.0,1189.0,5105.0,3396.0
Oglethorpe,2002,60528.0,167205.0,1037.0,297.0,1187.0,21609.0,1743.0,,76635.0,1075.0,947.0,2025.0,3431.0,878.0,93.0,378.0,217.0,2195.0,928.0,2546.0,2935.0
Oglethorpe,2007,129331.0,271134.0,184.0,116.0,79.0,158.0,1452.0,,257.0,3105.0,2015.0,3419.0,4515.0,187.0,195.0,52.0,43.0,2928.0,1510.0,10273.0,7323.0
Paulding,2002,9908.0,37818.0,208.0,62.0,,1563.0,32.0,,7875.0,423.0,200.0,855.0,327.0,24.0,,192.0,40.0,436.0,424.0,191.0,757.0
Paulding,2007,13639.0,75355.0,169.0,95.0,92.0,48.0,46.0,,203.0,429.0,124.0,378.0,459.0,65.0,10.0,26.0,40.0,241.0,277.0,1490.0,676.0
Peach,2002,17804.0,81299.0,1813.0,1682.0,441.0,477.0,785.0,,480.0,498.0,339.0,1486.0,6344.0,,130.0,461.0,,1108.0,638.0,1393.0,2077.0
Peach,2007,17246.0,80967.0,123.0,122.0,67.0,58.0,458.0,,134.0,1427.0,503.0,1429.0,5198.0,137.0,291.0,36.0,25.0,1152.0,795.0,935.0,2189.0
Pickens,2002,31978.0,133241.0,201.0,332.0,69.0,14954.0,145.0,,31490.0,790.0,622.0,906.0,248.0,416.0,485.0,244.0,,818.0,449.0,811.0,1492.0
Pickens,2007,62314.0,187130.0,95.0,90.0,68.0,90.0,86.0,,192.0,2366.0,1382.0,1637.0,677.0,538.0,197.0,25.0,19.0,1782.0,1050.0,5376.0,2295.0
Pierce,2002,23126.0,53285.0,3453.0,1934.0,1484.0,565.0,,,5370.0,1473.0,1283.0,2493.0,2473.0,,427.0,877.0,607.0,2633.0,916.0,2127.0,2085.0
Pierce,2007,22293.0,51724.0,311.0,253.0,199.0,54.0,35.0,,145.0,1743.0,705.0,1534.0,1321.0,178.0,164.0,82.0,172.0,692.0,944.0,1157.0,2177.0
Pike,2002,8372.0,25682.0,685.0,155.0,371.0,1066.0,62.0,,5397.0,316.0,285.0,783.0,1091.0,,14.0,99.0,,509.0,653.0,434.0,506.0
Pike,2007,16737.0,42697.0,165.0,132.0,94.0,106.0,87.0,,189.0,708.0,552.0,1850.0,2170.0,27.0,99.0,34.0,55.0,1387.0,947.0,1167.0,1317.0
Polk,2002,15772.0,36765.0,802.0,75.0,196.0,4438.0,60.0,,17132.0,505.0,201.0,888.0,222.0,112.0,31.0,146.0,48.0,1231.0,575.0,517.0,683.0
Polk,2007,31119.0,85727.0,205.0,112.0,113.0,125.0,177.0,,338.0,1173.0,299.0,1153.0,623.0,52.0,37.0,32.0,5.0,868.0,710.0,3409.0,1502.0
Pulaski,2002,13377.0,71920.0,2467.0,2201.0,1614.0,259.0,9.0,,1242.0,744.0,313.0,1076.0,1008.0,151.0,,1118.0,124.0,1141.0,564.0,700.0,1251.0
Pulaski,2007,17518.0,92198.0,101.0,97.0,56.0,34.0,17.0,,83.0,1608.0,540.0,1519.0,1626.0,131.0,275.0,42.0,137.0,1121.0,670.0,992.0,1845.0
Putnam,2002,21887.0,96418.0,478.0,202.0,165.0,5429.0,,,16585.0,371.0,575.0,1594.0,2373.0,,387.0,290.0,,1046.0,451.0,1080.0,1992.0
Putnam,2007,35098.0,163248.0,107.0,58.0,81.0,73.0,1149.0,,195.0,1054.0,968.0,1822.0,3578.0,266.0,344.0,20.0,48.0,732.0,612.0,2335.0,2978.0
Quitman,2002,1713.0,77854.0,,,,37.0,,,32.0,59.0,,172.0,,,,,,43.0,270.0,,137.0
Quitman,2007,1419.0,56759.0,18.0,11.0,10.0,2.0,37.0,,6.0,90.0,20.0,76.0,305.0,,,6.0,,154.0,134.0,35.0,70.0
Rabun,2002,7786.0,53328.0,193.0,216.0,121.0,601.0,63.0,,2765.0,298.0,150.0,383.0,611.0,31.0,,41.0,,306.0,195.0,114.0,420.0
Rabun,2007,6626.0,54757.0,91.0,70.0,43.0,53.0,63.0,,89.0,358.0,217.0,252.0,806.0,107.0,7.0,16.0,14.0,170.0,176.0,594.0,291.0
Randolph,2002,14603.0,107377.0,3049.0,3030.0,1670.0,313.0,,,415.0,770.0,314.0,1665.0,1325.0,77.0,446.0,1693.0,141.0,1399.0,429.0,1219.0,1174.0
Randolph,2007,19581.0,110626.0,78.0,57.0,61.0,20.0,147.0,,57.0,2226.0,464.0,1738.0,1196.0,31.0,524.0,36.0,113.0,1556.0,614.0,948.0,1457.0
Richmond,2002,2897.0,20692.0,209.0,41.0,490.0,184.0,18.0,,382.0,179.0,109.0,356.0,287.0,1.0,12.0,16.0,29.0,185.0,164.0,257.0,93.0
Richmond,2007,2672.0,17354.0,94.0,55.0,67.0,25.0,29.0,,89.0,241.0,37.0,353.0,203.0,14.0,4.0,18.0,9.0,159.0,203.0,125.0,183.0
Rockdale,2002,2181.0,15579.0,91.0,13.0,18.0,78.0,18.0,,297.0,104.0,42.0,326.0,160.0,,,27.0,28.0,309.0,305.0,249.0,122.0
Rockdale,2007,1842.0,17055.0,65.0,61.0,38.0,32.0,53.0,,104.0,128.0,86.0,186.0,219.0,16.0,3.0,20.0,5.0,212.0,307.0,157.0,108.0
Schley,2002,7868.0,67823.0,176.0,103.0,168.0,3416.0,18.0,,16254.0,265.0,188.0,496.0,443.0,24.0,69.0,275.0,29.0,497.0,258.0,150.0,562.0
Schley,2007,27390.0,224507.0,74.0,39.0,39.0,20.0,7.0,,50.0,1056.0,614.0,1107.0,655.0,33.0,39.0,22.0,4.0,637.0,304.0,2551.0,498.0
Screven,2002,19863.0,57408.0,4264.0,3047.0,2050.0,493.0,74.0,,1255.0,1169.0,689.0,2082.0,2429.0,131.0,208.0,1535.0,303.0,1451.0,1164.0,1350.0,2406.0
Screven,2007,29814.0,71156.0,217.0,163.0,128.0,72.0,294.0,,165.0,2455.0,665.0,3596.0,3132.0,692.0,471.0,80.0,228.0,1899.0,1653.0,2378.0,2463.0
Seminole,2002,22706.0,110221.0,7526.0,6111.0,2729.0,694.0,200.0,,2301.0,1371.0,705.0,2793.0,2877.0,112.0,561.0,3746.0,155.0,2457.0,694.0,1375.0,2857.0
Seminole,2007,42186.0,231794.0,133.0,102.0,111.0,54.0,330.0,,119.0,3547.0,1124.0,3118.0,3709.0,174.0,1012.0,82.0,343.0,2428.0,790.0,2834.0,2885.0
Spalding,2002,4837.0,19348.0,416.0,56.0,68.0,306.0,44.0,,2756.0,183.0,113.0,699.0,199.0,86.0,88.0,38.0,10.0,437.0,644.0,287.0,427.0
Spalding,2007,7898.0,22761.0,140.0,99.0,55.0,64.0,20.0,,195.0,473.0,225.0,861.0,268.0,80.0,46.0,32.0,28.0,984.0,956.0,337.0,651.0
Stephens,2002,26209.0,111056.0,353.0,431.0,,18035.0,73.0,,11437.0,917.0,880.0,1139.0,1794.0,,29.0,260.0,,690.0,474.0,1152.0,1127.0
Stephens,2007,39774.0,199871.0,134.0,115.0,76.0,97.0,203.0,,194.0,1170.0,849.0,1112.0,528.0,65.0,50.0,48.0,,1203.0,871.0,3032.0,1194.0
Stewart,2002,4726.0,56261.0,401.0,408.0,254.0,296.0,7.0,,,235.0,109.0,871.0,223.0,70.0,,290.0,,276.0,239.0,86.0,428.0
Stewart,2007,6187.0,65814.0,55.0,31.0,40.0,17.0,13.0,,52.0,545.0,150.0,546.0,704.0,45.0,48.0,14.0,52.0,295.0,411.0,405.0,820.0
Sumter,2002,48422.0,127426.0,6482.0,5359.0,3532.0,2248.0,219.0,,10964.0,2215.0,1274.0,4652.0,5037.0,1087.0,1892.0,4388.0,374.0,3423.0,1074.0,3731.0,4344.0
Sumter,2007,61036.0,142274.0,239.0,201.0,194.0,34.0,160.0,,201.0,6065.0,1427.0,4738.0,5884.0,972.0,607.0,94.0,454.0,2642.0,1477.0,3795.0,6303.0
Talbot,2002,2208.0,13886.0,208.0,25.0,49.0,40.0,51.0,,303.0,106.0,70.0,221.0,277.0,20.0,8.0,52.0,6.0,168.0,398.0,144.0,191.0
Talbot,2007,2352.0,15783.0,84.0,38.0,51.0,39.0,14.0,,127.0,338.0,50.0,425.0,119.0,29.0,14.0,14.0,29.0,288.0,310.0,75.0,347.0
Taliaferro,2002,2909.0,40409.0,173.0,36.0,17.0,,19.0,,2260.0,73.0,82.0,339.0,238.0,,,30.0,,133.0,189.0,276.0,277.0
Taliaferro,2007,4211.0,59311.0,32.0,21.0,24.0,23.0,10.0,,52.0,241.0,87.0,197.0,201.0,98.0,82.0,7.0,,31.0,128.0,366.0,267.0
Tattnall,2002,90405.0,140381.0,6764.0,3629.0,2661.0,30443.0,106.0,,58344.0,3124.0,2834.0,5465.0,8660.0,1631.0,621.0,1652.0,567.0,2398.0,1301.0,3828.0,5932.0
Tattnall,2007,153829.0,261170.0,358.0,281.0,170.0,214.0,342.0,,410.0,8588.0,3611.0,6049.0,11945.0,1411.0,492.0,116.0,550.0,3689.0,1963.0,12041.0,6442.0
Taylor,2002,18437.0,81940.0,1472.0,1447.0,758.0,1729.0,62.0,,5559.0,758.0,,1874.0,1339.0,,24.0,,14.0,628.0,515.0,946.0,1661.0
Taylor,2007,20724.0,79101.0,111.0,78.0,93.0,63.0,57.0,,134.0,1092.0,254.0,1953.0,1484.0,,42.0,23.0,9.0,695.0,643.0,1782.0,1625.0
Telfair,2002,7254.0,23782.0,1579.0,528.0,495.0,98.0,100.0,,336.0,615.0,319.0,857.0,342.0,112.0,147.0,342.0,92.0,736.0,720.0,194.0,669.0
Telfair,2007,8477.0,28163.0,141.0,95.0,125.0,72.0,72.0,,121.0,1083.0,219.0,1026.0,715.0,299.0,33.0,80.0,71.0,539.0,895.0,218.0,859.0
Terrell,2002,19558.0,82178.0,5831.0,4865.0,3151.0,665.0,,,281.0,1199.0,456.0,1958.0,1630.0,432.0,333.0,3417.0,348.0,1781.0,742.0,1341.0,1963.0
Terrell,2007,33056.0,120641.0,124.0,112.0,124.0,27.0,13.0,,66.0,3706.0,822.0,2763.0,1937.0,279.0,394.0,64.0,234.0,1846.0,1109.0,1756.0,3057.0
Thomas,2002,28155.0,55098.0,7317.0,5487.0,3258.0,5443.0,123.0,,12784.0,1316.0,535.0,3658.0,3715.0,191.0,419.0,2420.0,368.0,2094.0,1291.0,2438.0,2965.0
Thomas,2007,63523.0,130974.0,293.0,244.0,200.0,45.0,119.0,,219.0,3931.0,1138.0,4101.0,7146.0,546.0,762.0,111.0,146.0,2890.0,2078.0,4075.0,5119.0
Tift,2002,42318.0,106863.0,8016.0,7413.0,4088.0,288.0,,,1146.0,2929.0,1566.0,5056.0,9103.0,2060.0,440.0,3404.0,276.0,1941.0,962.0,4291.0,2824.0
Tift,2007,56295.0,139344.0,320.0,240.0,222.0,90.0,199.0,,165.0,5303.0,1532.0,4546.0,10254.0,1791.0,730.0,82.0,498.0,2806.0,1258.0,3223.0,4274.0
Toombs,2002,31494.0,82661.0,3563.0,1950.0,1429.0,2147.0,19.0,,3404.0,1486.0,1001.0,5238.0,7712.0,925.0,1299.0,1207.0,90.0,831.0,1068.0,2165.0,2765.0
Toombs,2007,32171.0,94342.0,235.0,179.0,127.0,57.0,281.0,,159.0,1965.0,858.0,2815.0,5665.0,844.0,666.0,42.0,66.0,2117.0,1158.0,2315.0,1740.0
Towns,2002,1989.0,13530.0,250.0,66.0,115.0,1479.0,,,258.0,109.0,69.0,318.0,15.0,7.0,,28.0,,75.0,137.0,102.0,131.0
Towns,2007,3953.0,34075.0,68.0,29.0,38.0,51.0,96.0,,122.0,251.0,134.0,306.0,262.0,86.0,8.0,25.0,18.0,283.0,165.0,242.0,387.0
Treutlen,2002,3101.0,16944.0,879.0,305.0,482.0,28.0,22.0,,153.0,276.0,112.0,461.0,243.0,217.0,,158.0,,205.0,197.0,181.0,313.0
Treutlen,2007,6965.0,46123.0,78.0,56.0,85.0,25.0,12.0,,74.0,920.0,303.0,702.0,1154.0,260.0,29.0,24.0,28.0,578.0,351.0,669.0,1174.0
Troup,2002,5358.0,18102.0,572.0,56.0,103.0,341.0,173.0,,1151.0,304.0,137.0,670.0,402.0,79.0,12.0,233.0,81.0,222.0,565.0,303.0,403.0
Troup,2007,5949.0,24685.0,153.0,93.0,79.0,55.0,228.0,,224.0,375.0,178.0,660.0,607.0,39.0,61.0,40.0,4.0,509.0,689.0,373.0,624.0
Turner,2002,31678.0,112734.0,5120.0,4773.0,2131.0,2681.0,228.0,,4058.0,1589.0,602.0,2168.0,2451.0,623.0,628.0,3570.0,376.0,2581.0,1053.0,3260.0,2651.0
Turner,2007,38933.0,140047.0,193.0,145.0,156.0,46.0,297.0,,146.0,3212.0,1148.0,2584.0,2870.0,237.0,684.0,92.0,450.0,2019.0,996.0,2402.0,3424.0
Twiggs,2002,3494.0,28873.0,853.0,769.0,279.0,37.0,5.0,,199.0,220.0,75.0,527.0,,,27.0,310.0,28.0,269.0,244.0,362.0,406.0
Twiggs,2007,4626.0,38228.0,54.0,49.0,39.0,12.0,26.0,,81.0,574.0,83.0,468.0,288.0,29.0,78.0,19.0,11.0,231.0,359.0,243.0,531.0
Union,2002,9616.0,29228.0,381.0,211.0,,,,,1059.0,361.0,422.0,1126.0,1124.0,308.0,,52.0,4.0,97.0,860.0,671.0,779.0
Union,2007,15051.0,53562.0,199.0,101.0,61.0,79.0,105.0,,206.0,1236.0,613.0,1554.0,1036.0,182.0,36.0,66.0,69.0,915.0,663.0,904.0,1372.0
Upson,2002,11625.0,40085.0,575.0,72.0,258.0,2787.0,138.0,,13450.0,486.0,249.0,859.0,560.0,188.0,50.0,109.0,66.0,591.0,481.0,308.0,667.0
Upson,2007,24707.0,70998.0,175.0,127.0,97.0,88.0,58.0,,221.0,904.0,565.0,1178.0,1021.0,107.0,18.0,46.0,68.0,719.0,661.0,2215.0,1218.0
Walker,2002,27416.0,42837.0,876.0,171.0,263.0,9145.0,271.0,,44805.0,1127.0,599.0,1543.0,1130.0,318.0,387.0,504.0,162.0,1124.0,883.0,1293.0,2351.0
Walker,2007,74513.0,138500.0,228.0,158.0,134.0,165.0,334.0,,467.0,2056.0,1151.0,1842.0,1339.0,569.0,131.0,47.0,26.0,3073.0,1067.0,7496.0,3440.0
Walton,2002,34225.0,50037.0,1020.0,177.0,1492.0,5603.0,151.0,,10713.0,847.0,764.0,2427.0,3051.0,1232.0,125.0,224.0,246.0,1798.0,1959.0,3093.0,1943.0
Walton,2007,31197.0,63668.0,313.0,298.0,169.0,163.0,574.0,,501.0,1151.0,440.0,1496.0,2413.0,161.0,236.0,88.0,15.0,1249.0,1725.0,3082.0,1824.0
Ware,2002,17301.0,53897.0,1418.0,1228.0,618.0,2104.0,54.0,,3397.0,741.0,365.0,1476.0,1331.0,496.0,916.0,422.0,82.0,483.0,504.0,1073.0,920.0
