county,year,Total farm production expenditures,Average per farm,Fertilizer lime and soil conditioners purchased,Chemicals purchased,Seeds plants vines and trees purchased,Livestock and poultry purchased or leased,Breeding livestock purchased or leased,Other livestock and poultry purchased or leased,Feed purchased,Gasoline fuels and oils purchased,Utilities,Repairs supplies and maintenance cost,Hired farm labor,Contract labor,Customwork and custom hauling,Cash rent for land buildings and grazing fees,Rent and lease expenses for machinery equipment and farm share of vehicles,Interest expense,Property taxes paid,All other production expenses,Depreciation expenses claimed
Harris,2007,6963.0,18769.0,399.0,84.0,175.0,164.0,120.0,,803.0,687.0,137.0,1147.0,675.0,,33.0,58.0,,777.0,881.0,450.0,618.0
Harris,2012,4696.0,18634.0,200.0,106.0,94.0,46.0,103.0,,208.0,312.0,158.0,321.0,689.0,81.0,107.0,11.0,9.0,491.0,511.0,336.0,367.0
Hart,2007,158605.0,241408.0,1165.0,686.0,701.0,25593.0,404.0,,121737.0,3717.0,2814.0,3942.0,2510.0,218.0,228.0,439.0,79.0,4727.0,1417.0,13364.0,7726.0
Hart,2012,178469.0,305598.0,328.0,266.0,186.0,229.0,5308.0,,458.0,4255.0,3947.0,3807.0,3814.0,789.0,1848.0,130.0,54.0,4727.0,1208.0,3701.0,8456.0
Heard,2007,24859.0,132936.0,273.0,210.0,67.0,4680.0,247.0,,22702.0,1248.0,404.0,658.0,668.0,79.0,32.0,962.0,31.0,864.0,354.0,2342.0,831.0
Heard,2012,34336.0,204383.0,119.0,90.0,47.0,52.0,546.0,,122.0,1003.0,575.0,722.0,794.0,87.0,522.0,18.0,4.0,572.0,374.0,788.0,1450.0
Henry,2007,7744.0,25988.0,363.0,62.0,334.0,168.0,83.0,,824.0,642.0,235.0,821.0,1638.0,83.0,86.0,173.0,37.0,372.0,687.0,535.0,601.0
Henry,2012,5721.0,22524.0,187.0,107.0,103.0,39.0,61.0,,180.0,383.0,373.0,521.0,1091.0,60.0,18.0,39.0,10.0,508.0,483.0,352.0,560.0
Houston,2007,16002.0,53697.0,2480.0,2083.0,1539.0,613.0,119.0,,3645.0,1483.0,541.0,1490.0,1173.0,86.0,221.0,893.0,57.0,910.0,781.0,1354.0,1614.0
Houston,2012,21085.0,93296.0,168.0,124.0,91.0,47.0,26.0,,153.0,2085.0,430.0,1687.0,1515.0,353.0,731.0,41.0,16.0,1352.0,757.0,906.0,1927.0
Irwin,2007,42061.0,108684.0,14018.0,11030.0,7642.0,1847.0,82.0,,9510.0,4424.0,993.0,3293.0,1762.0,287.0,553.0,5633.0,187.0,1840.0,975.0,1677.0,5620.0
Irwin,2012,84112.0,225500.0,263.0,216.0,196.0,38.0,155.0,,129.0,6990.0,2625.0,5778.0,6051.0,1318.0,1736.0,139.0,407.0,4680.0,1690.0,3155.0,10906.0
Jackson,2007,140779.0,157824.0,1104.0,1057.0,696.0,31002.0,467.0,,95715.0,3861.0,2801.0,4715.0,2857.0,597.0,137.0,859.0,32.0,4109.0,2665.0,12839.0,5254.0
Jackson,2012,159522.0,206100.0,433.0,384.0,177.0,298.0,3631.0,,618.0,3277.0,2868.0,3377.0,7577.0,1951.0,1354.0,117.0,200.0,2184.0,2085.0,4215.0,5882.0
Jasper,2007,17816.0,53502.0,568.0,93.0,118.0,1447.0,280.0,,7938.0,770.0,515.0,2513.0,658.0,100.0,108.0,184.0,,656.0,872.0,563.0,881.0
Jasper,2012,19914.0,83321.0,167.0,106.0,81.0,72.0,547.0,,189.0,773.0,427.0,706.0,1227.0,213.0,310.0,23.0,19.0,858.0,704.0,4329.0,1648.0
Jeff Davis,2007,21005.0,93775.0,8715.0,5899.0,3017.0,1481.0,39.0,,6839.0,1745.0,427.0,1873.0,973.0,,265.0,2371.0,,874.0,949.0,1488.0,1008.0
Jeff Davis,2012,42984.0,223873.0,149.0,124.0,81.0,42.0,282.0,,122.0,3444.0,1111.0,2520.0,1454.0,1799.0,819.0,50.0,250.0,1157.0,613.0,1495.0,4620.0
Jefferson,2007,27005.0,85731.0,7018.0,4103.0,4210.0,4912.0,93.0,,5623.0,2555.0,694.0,2445.0,2190.0,158.0,682.0,2913.0,225.0,1442.0,1033.0,1051.0,3152.0
Jefferson,2012,49860.0,139273.0,204.0,157.0,153.0,54.0,829.0,,140.0,3417.0,1802.0,4298.0,3351.0,593.0,975.0,78.0,183.0,3187.0,1096.0,2179.0,5713.0
Jenkins,2007,13512.0,54706.0,5755.0,3683.0,3128.0,343.0,107.0,,1946.0,1004.0,304.0,1541.0,723.0,216.0,381.0,2185.0,210.0,1576.0,832.0,531.0,1181.0
Jenkins,2012,27790.0,124064.0,130.0,86.0,83.0,29.0,44.0,,100.0,1811.0,603.0,1362.0,2462.0,137.0,919.0,45.0,434.0,1108.0,732.0,1184.0,2398.0
Johnson,2007,6205.0,22082.0,1135.0,545.0,535.0,308.0,143.0,,787.0,822.0,113.0,710.0,126.0,,30.0,285.0,,670.0,523.0,436.0,815.0
Johnson,2012,7022.0,27538.0,154.0,76.0,71.0,51.0,170.0,,122.0,655.0,407.0,582.0,419.0,21.0,136.0,23.0,27.0,436.0,489.0,255.0,845.0
Jones,2007,8718.0,42320.0,926.0,68.0,62.0,736.0,161.0,,4795.0,509.0,311.0,649.0,842.0,59.0,35.0,289.0,14.0,505.0,725.0,536.0,664.0
Jones,2012,9977.0,57009.0,97.0,82.0,55.0,42.0,45.0,,143.0,479.0,210.0,445.0,757.0,101.0,21.0,36.0,14.0,289.0,360.0,425.0,561.0
Lamar,2007,32523.0,120011.0,1031.0,608.0,757.0,6764.0,98.0,,25452.0,1295.0,698.0,1614.0,1105.0,142.0,,272.0,,588.0,643.0,1934.0,1457.0
Lamar,2012,44999.0,178568.0,155.0,111.0,71.0,47.0,451.0,,162.0,1150.0,787.0,1882.0,1659.0,293.0,494.0,19.0,65.0,831.0,731.0,2225.0,2315.0
Lanier,2007,15663.0,146385.0,3035.0,3107.0,1470.0,45.0,,,166.0,1566.0,386.0,2782.0,2783.0,422.0,37.0,1244.0,23.0,333.0,944.0,368.0,1842.0
Lanier,2012,19695.0,229014.0,69.0,50.0,52.0,18.0,9.0,,46.0,1855.0,646.0,2127.0,2199.0,1316.0,91.0,25.0,20.0,817.0,946.0,610.0,2266.0
Laurens,2007,18353.0,27640.0,6034.0,3318.0,4452.0,405.0,387.0,,3467.0,2050.0,509.0,2149.0,1451.0,,314.0,2588.0,,1521.0,1369.0,788.0,2155.0
Laurens,2012,38347.0,55255.0,347.0,213.0,204.0,82.0,263.0,,267.0,3891.0,1586.0,3511.0,2160.0,869.0,720.0,95.0,69.0,2445.0,1457.0,1375.0,3948.0
Lee,2007,25154.0,127042.0,5022.0,3956.0,3631.0,560.0,,,703.0,2051.0,761.0,2168.0,2686.0,304.0,572.0,2588.0,393.0,1853.0,1136.0,2226.0,2588.0
Lee,2012,39452.0,205477.0,125.0,98.0,89.0,45.0,,,94.0,3741.0,1401.0,3325.0,5063.0,560.0,684.0,37.0,873.0,2607.0,1474.0,3264.0,4532.0
Liberty,2007,696.0,11232.0,46.0,14.0,10.0,,,,184.0,107.0,20.0,106.0,50.0,,,,,31.0,94.0,38.0,78.0
Liberty,2012,754.0,16397.0,32.0,18.0,9.0,10.0,9.0,,42.0,69.0,34.0,51.0,156.0,13.0,,4.0,,55.0,66.0,43.0,64.0
Lincoln,2007,3272.0,16440.0,289.0,41.0,62.0,430.0,94.0,,1224.0,599.0,50.0,578.0,97.0,71.0,67.0,82.0,,330.0,352.0,120.0,405.0
Lincoln,2012,4577.0,30510.0,76.0,29.0,31.0,36.0,156.0,,110.0,277.0,110.0,345.0,369.0,110.0,28.0,18.0,32.0,554.0,322.0,300.0,483.0
Long,2007,5168.0,70801.0,175.0,56.0,132.0,1098.0,8.0,,2856.0,344.0,88.0,248.0,140.0,15.0,2.0,29.0,,232.0,145.0,447.0,135.0
Long,2012,7437.0,110995.0,39.0,26.0,29.0,11.0,40.0,,48.0,209.0,175.0,751.0,140.0,49.0,34.0,10.0,,221.0,229.0,1282.0,590.0
Lowndes,2007,23386.0,49757.0,4563.0,2480.0,1646.0,551.0,157.0,,2667.0,1700.0,554.0,2326.0,2277.0,1574.0,186.0,1535.0,568.0,1744.0,1087.0,1399.0,2494.0
Lowndes,2012,26370.0,64161.0,295.0,199.0,165.0,71.0,296.0,,217.0,1899.0,1497.0,1568.0,2780.0,1697.0,349.0,80.0,166.0,1245.0,1047.0,680.0,2843.0
Lumpkin,2007,42354.0,145048.0,294.0,258.0,61.0,15190.0,53.0,,23452.0,1306.0,1173.0,1426.0,1331.0,89.0,,79.0,,1414.0,973.0,3248.0,1484.0
Lumpkin,2012,48361.0,219821.0,140.0,125.0,55.0,65.0,554.0,,180.0,1282.0,1054.0,1369.0,1985.0,129.0,639.0,11.0,13.0,393.0,624.0,1538.0,2005.0
Macon,2007,121723.0,362269.0,4198.0,2811.0,2271.0,24290.0,4010.0,,55295.0,4304.0,3025.0,5105.0,6196.0,,1947.0,2003.0,,3703.0,1732.0,8766.0,8533.0
Macon,2012,122390.0,438674.0,187.0,143.0,122.0,78.0,1983.0,,163.0,4965.0,2805.0,6752.0,6699.0,556.0,3599.0,55.0,187.0,2286.0,1211.0,2462.0,6943.0
Madison,2007,116574.0,151198.0,1042.0,760.0,330.0,23980.0,406.0,,123665.0,3291.0,2088.0,3609.0,1785.0,442.0,385.0,585.0,55.0,3633.0,1739.0,10822.0,5483.0
Madison,2012,175647.0,235767.0,351.0,309.0,187.0,202.0,3278.0,,508.0,3512.0,3084.0,3287.0,2048.0,561.0,2006.0,110.0,41.0,4906.0,1873.0,3966.0,11262.0
Marion M,2007,27043.0,146176.0,856.0,326.0,567.0,2491.0,77.0,,12943.0,1128.0,350.0,1786.0,424.0,249.0,,166.0,,843.0,526.0,2525.0,1426.0
Marion M,2012,23866.0,117565.0,117.0,83.0,64.0,44.0,154.0,,105.0,964.0,476.0,738.0,933.0,493.0,223.0,32.0,409.0,1316.0,589.0,376.0,1198.0
McDuffie,2007,20948.0,98347.0,1648.0,447.0,924.0,394.0,168.0,,1173.0,618.0,586.0,1188.0,,44.0,57.0,231.0,,891.0,369.0,857.0,1525.0
McDuffie,2012,23016.0,110655.0,138.0,77.0,63.0,52.0,152.0,,145.0,855.0,581.0,2846.0,10823.0,249.0,90.0,35.0,123.0,701.0,544.0,1387.0,1439.0
McIntosh,2007,,,73.0,93.0,500.0,,,,169.0,80.0,36.0,113.0,,,,48.0,,,71.0,34.0,80.0
McIntosh,2012,2935.0,52419.0,25.0,20.0,10.0,6.0,4.0,,30.0,170.0,131.0,208.0,959.0,2.0,,8.0,18.0,96.0,164.0,116.0,175.0
Miller,2007,44742.0,210058.0,8671.0,6786.0,5108.0,903.0,561.0,,3326.0,4466.0,726.0,2884.0,1877.0,148.0,431.0,5350.0,139.0,2514.0,1039.0,3335.0,2409.0
Miller,2012,54188.0,296107.0,148.0,108.0,99.0,43.0,249.0,,95.0,4987.0,1745.0,4028.0,3248.0,598.0,1120.0,57.0,707.0,2885.0,1038.0,3686.0,4534.0
Mitchell,2007,196528.0,445641.0,19684.0,20534.0,8759.0,23525.0,,,55162.0,9142.0,4252.0,7881.0,10642.0,1476.0,1025.0,8607.0,983.0,6114.0,2980.0,15238.0,8573.0
Mitchell,2012,217408.0,490763.0,266.0,236.0,187.0,105.0,803.0,,208.0,10743.0,6406.0,13041.0,11280.0,2224.0,2534.0,129.0,3742.0,8090.0,3110.0,19967.0,13668.0
Monroe M,2007,26937.0,132046.0,377.0,328.0,,2768.0,250.0,,13206.0,918.0,860.0,1534.0,1358.0,565.0,,127.0,,765.0,627.0,2722.0,1589.0
Monroe M,2012,24924.0,136197.0,114.0,94.0,60.0,55.0,172.0,,152.0,802.0,703.0,1162.0,1577.0,385.0,541.0,32.0,,598.0,638.0,1439.0,1753.0
Morgan,2007,59156.0,90040.0,2195.0,971.0,1135.0,13893.0,389.0,,48795.0,2171.0,1208.0,2785.0,4280.0,415.0,808.0,1220.0,98.0,2334.0,1810.0,6742.0,3376.0
Morgan,2012,91661.0,160247.0,355.0,252.0,197.0,120.0,1035.0,,419.0,3052.0,2134.0,4545.0,4884.0,531.0,1103.0,87.0,99.0,2830.0,1617.0,2657.0,5166.0
Murray,2007,42716.0,138687.0,1501.0,848.0,562.0,7917.0,144.0,,40297.0,1326.0,484.0,1563.0,782.0,,139.0,728.0,,1122.0,710.0,4225.0,1794.0
Murray,2012,62609.0,195653.0,124.0,95.0,59.0,80.0,836.0,,206.0,1725.0,867.0,2407.0,1462.0,429.0,547.0,41.0,93.0,1291.0,804.0,1131.0,2917.0
Muscogee,2007,653.0,15184.0,17.0,1.0,,,,,27.0,77.0,,113.0,8.0,,,,,,174.0,,37.0
Muscogee,2012,203.0,9212.0,11.0,9.0,7.0,8.0,,,10.0,20.0,5.0,22.0,11.0,,,2.0,,16.0,70.0,,3.0
Newton,2007,8817.0,28815.0,596.0,190.0,141.0,453.0,173.0,,1613.0,617.0,201.0,903.0,1068.0,,40.0,332.0,,285.0,856.0,372.0,509.0
Newton,2012,10791.0,37864.0,160.0,102.0,57.0,47.0,192.0,,212.0,690.0,304.0,689.0,854.0,247.0,57.0,47.0,32.0,565.0,796.0,3233.0,1095.0
Oconee,2007,64462.0,153480.0,990.0,437.0,1352.0,5815.0,170.0,,28118.0,1766.0,972.0,2006.0,7690.0,308.0,,622.0,,1600.0,1189.0,5105.0,3396.0
Oconee,2012,54375.0,145000.0,215.0,178.0,130.0,96.0,274.0,,256.0,1689.0,1095.0,2106.0,5485.0,570.0,731.0,50.0,17.0,2252.0,1024.0,2071.0,3508.0
Oglethorpe,2007,129331.0,271134.0,728.0,430.0,1413.0,20907.0,1452.0,,94350.0,3105.0,2015.0,3419.0,4515.0,187.0,195.0,673.0,43.0,2928.0,1510.0,10273.0,7323.0
Oglethorpe,2012,145665.0,358781.0,196.0,165.0,118.0,133.0,3379.0,,328.0,2759.0,2686.0,2953.0,6861.0,610.0,1894.0,49.0,136.0,2954.0,1520.0,4792.0,6159.0
Paulding,2007,13639.0,75355.0,181.0,28.0,27.0,1652.0,46.0,,8357.0,429.0,124.0,378.0,459.0,65.0,,,,241.0,277.0,1490.0,676.0
Paulding,2012,11718.0,82519.0,108.0,68.0,48.0,38.0,43.0,,129.0,296.0,122.0,234.0,94.0,38.0,122.0,13.0,40.0,186.0,227.0,129.0,223.0
Peach,2007,17246.0,80967.0,1880.0,2496.0,1077.0,198.0,,,1143.0,1427.0,503.0,1429.0,5198.0,137.0,291.0,829.0,,1152.0,795.0,935.0,2189.0
Peach,2012,20648.0,108674.0,133.0,108.0,79.0,34.0,458.0,,109.0,1644.0,749.0,1818.0,5320.0,326.0,111.0,19.0,25.0,942.0,769.0,932.0,2646.0
Pickens,2007,62314.0,187130.0,111.0,143.0,55.0,17877.0,86.0,,32763.0,2366.0,1382.0,1637.0,677.0,538.0,197.0,50.0,19.0,1782.0,1050.0,5376.0,2295.0
Pickens,2012,60554.0,231122.0,176.0,137.0,88.0,85.0,557.0,,207.0,1432.0,1108.0,1787.0,1076.0,178.0,447.0,29.0,5.0,1167.0,705.0,1648.0,1498.0
Pierce,2007,22293.0,51724.0,5870.0,3802.0,4362.0,,,,5497.0,1743.0,705.0,1534.0,1321.0,178.0,164.0,1939.0,,692.0,944.0,1157.0,2177.0
Pierce,2012,48769.0,136992.0,283.0,217.0,150.0,30.0,178.0,,129.0,2820.0,1208.0,2537.0,2290.0,1033.0,781.0,72.0,172.0,1473.0,993.0,2596.0,3376.0
Pike,2007,16737.0,42697.0,621.0,135.0,217.0,1062.0,87.0,,5342.0,708.0,552.0,1850.0,2170.0,,,142.0,,1387.0,947.0,1167.0,1317.0
Pike,2012,12840.0,43379.0,210.0,137.0,81.0,70.0,221.0,,224.0,572.0,327.0,722.0,1746.0,94.0,99.0,39.0,,494.0,740.0,524.0,670.0
Polk,2007,31119.0,85727.0,725.0,181.0,257.0,3828.0,177.0,,21470.0,1173.0,299.0,1153.0,623.0,52.0,37.0,437.0,5.0,868.0,710.0,3409.0,1502.0
Polk,2012,32564.0,92250.0,211.0,134.0,94.0,101.0,482.0,,281.0,1007.0,359.0,825.0,987.0,96.0,308.0,54.0,7.0,705.0,804.0,571.0,1465.0
Pulaski,2007,17518.0,92198.0,6692.0,6239.0,3346.0,3155.0,17.0,,12424.0,1608.0,540.0,1519.0,1626.0,131.0,275.0,3402.0,137.0,1121.0,670.0,992.0,1845.0
Pulaski,2012,57929.0,329144.0,88.0,84.0,66.0,22.0,20.0,,59.0,3017.0,2020.0,3980.0,5364.0,268.0,2264.0,30.0,794.0,2208.0,765.0,1992.0,5898.0
Putnam,2007,35098.0,163248.0,893.0,,395.0,2736.0,,,18676.0,1054.0,968.0,1822.0,3578.0,,344.0,436.0,,732.0,612.0,2335.0,2978.0
Putnam,2012,41320.0,250426.0,87.0,71.0,50.0,39.0,1363.0,,125.0,914.0,955.0,2381.0,5215.0,887.0,665.0,40.0,,605.0,300.0,5985.0,1917.0
Quitman,2007,1419.0,56759.0,,,,,,,111.0,90.0,,76.0,,,,,,,134.0,35.0,
Quitman,2012,1453.0,69190.0,11.0,5.0,7.0,6.0,37.0,,9.0,147.0,20.0,41.0,,,,2.0,,154.0,86.0,26.0,70.0
Rabun,2007,6626.0,54757.0,339.0,509.0,356.0,1894.0,63.0,,9497.0,358.0,217.0,252.0,806.0,107.0,,910.0,,170.0,176.0,594.0,291.0
Rabun,2012,18863.0,165468.0,88.0,65.0,47.0,39.0,216.0,,71.0,600.0,362.0,588.0,2305.0,290.0,164.0,11.0,134.0,333.0,224.0,358.0,1573.0
Randolph,2007,19581.0,110626.0,5672.0,4984.0,4113.0,286.0,147.0,,824.0,2226.0,464.0,1738.0,1196.0,31.0,524.0,3156.0,113.0,1556.0,614.0,948.0,1457.0
Randolph,2012,35448.0,179938.0,91.0,62.0,71.0,16.0,191.0,,39.0,3483.0,1550.0,2928.0,3010.0,92.0,582.0,38.0,632.0,1617.0,945.0,1574.0,3872.0
Richmond,2007,2672.0,17354.0,199.0,61.0,176.0,192.0,29.0,,371.0,241.0,37.0,353.0,203.0,14.0,,44.0,,159.0,203.0,125.0,183.0
Richmond,2012,2518.0,20468.0,93.0,51.0,38.0,23.0,8.0,,79.0,140.0,94.0,178.0,340.0,41.0,4.0,9.0,9.0,206.0,201.0,233.0,248.0
Rockdale,2007,1842.0,17055.0,130.0,,38.0,74.0,53.0,,710.0,128.0,86.0,186.0,219.0,16.0,,,,212.0,307.0,157.0,108.0
Rockdale,2012,2117.0,20550.0,55.0,31.0,13.0,17.0,10.0,,71.0,132.0,66.0,131.0,252.0,132.0,3.0,8.0,5.0,82.0,205.0,137.0,130.0
Schley,2007,27390.0,224507.0,341.0,232.0,274.0,1865.0,,,9516.0,1056.0,614.0,1107.0,655.0,,39.0,195.0,,637.0,304.0,2551.0,498.0
Schley,2012,16235.0,176465.0,57.0,47.0,40.0,24.0,7.0,,55.0,564.0,303.0,474.0,390.0,33.0,253.0,24.0,4.0,531.0,366.0,837.0,606.0
Screven,2007,29814.0,71156.0,8629.0,6722.0,4364.0,508.0,294.0,,1368.0,2455.0,665.0,3596.0,3132.0,692.0,471.0,2285.0,228.0,1899.0,1653.0,2378.0,2463.0
Screven,2012,47900.0,139245.0,249.0,181.0,174.0,66.0,294.0,,141.0,3569.0,1579.0,4475.0,2813.0,958.0,1004.0,99.0,921.0,3923.0,1859.0,2924.0,6332.0
Seminole,2007,42186.0,231794.0,8486.0,8248.0,4123.0,,330.0,,2183.0,3547.0,1124.0,3118.0,3709.0,,1012.0,4693.0,343.0,2428.0,790.0,2834.0,2885.0
Seminole,2012,49194.0,330164.0,122.0,103.0,99.0,37.0,149.0,,94.0,3906.0,1571.0,3108.0,3642.0,174.0,1174.0,75.0,283.0,1808.0,739.0,2152.0,3904.0
Spalding,2007,7898.0,22761.0,526.0,90.0,104.0,518.0,20.0,,2449.0,473.0,225.0,861.0,268.0,80.0,,82.0,,984.0,956.0,337.0,651.0
Spalding,2012,7816.0,30296.0,177.0,110.0,79.0,40.0,136.0,,217.0,572.0,276.0,503.0,696.0,293.0,46.0,16.0,28.0,660.0,711.0,257.0,785.0
Stephens,2007,39774.0,199871.0,214.0,126.0,57.0,36131.0,203.0,,25752.0,1170.0,849.0,1112.0,528.0,65.0,50.0,70.0,,1203.0,871.0,3032.0,1194.0
Stephens,2012,74435.0,341447.0,123.0,93.0,53.0,80.0,684.0,,169.0,1654.0,1670.0,1713.0,2282.0,95.0,510.0,34.0,352.0,1129.0,572.0,2108.0,2810.0
Stewart,2007,6187.0,65814.0,1717.0,1301.0,1217.0,,,,1789.0,545.0,150.0,546.0,704.0,45.0,,677.0,,295.0,411.0,405.0,820.0
Stewart,2012,11135.0,103102.0,48.0,30.0,34.0,12.0,13.0,,34.0,980.0,315.0,537.0,418.0,284.0,215.0,14.0,,505.0,453.0,364.0,640.0
Sumter,2007,61036.0,142274.0,11068.0,10438.0,7095.0,2947.0,160.0,,19342.0,6065.0,1427.0,4738.0,5884.0,972.0,607.0,7850.0,454.0,2642.0,1477.0,3795.0,6303.0
Sumter,2012,103522.0,280547.0,223.0,183.0,153.0,44.0,705.0,,140.0,9249.0,2780.0,5792.0,7836.0,1761.0,1696.0,80.0,1769.0,4970.0,1863.0,7064.0,8574.0
Talbot,2007,2352.0,15783.0,234.0,27.0,32.0,85.0,14.0,,320.0,338.0,50.0,425.0,119.0,29.0,14.0,111.0,29.0,288.0,310.0,75.0,347.0
Talbot,2012,2238.0,24869.0,98.0,35.0,36.0,29.0,74.0,,91.0,147.0,61.0,147.0,199.0,29.0,24.0,9.0,18.0,389.0,299.0,117.0,193.0
Taliaferro,2007,4211.0,59311.0,167.0,,31.0,505.0,,,3716.0,241.0,87.0,197.0,201.0,,82.0,49.0,,31.0,128.0,366.0,267.0
Taliaferro,2012,6419.0,116716.0,28.0,9.0,15.0,5.0,10.0,,42.0,219.0,188.0,305.0,428.0,133.0,142.0,6.0,,149.0,158.0,191.0,318.0
Tattnall,2007,153829.0,261170.0,7338.0,6515.0,3966.0,17340.0,342.0,,87953.0,8588.0,3611.0,6049.0,11945.0,1411.0,492.0,2353.0,550.0,3689.0,1963.0,12041.0,6442.0
Tattnall,2012,184118.0,325873.0,376.0,308.0,207.0,177.0,2876.0,,293.0,6481.0,3995.0,6141.0,20195.0,2984.0,6566.0,122.0,2119.0,4194.0,1517.0,4462.0,9925.0
Taylor,2007,20724.0,79101.0,1373.0,1141.0,579.0,1250.0,57.0,,6185.0,1092.0,254.0,1953.0,1484.0,,42.0,1056.0,,695.0,643.0,1782.0,1625.0
Taylor,2012,20805.0,92878.0,156.0,119.0,83.0,41.0,99.0,,120.0,1573.0,491.0,1561.0,1207.0,,368.0,44.0,9.0,542.0,545.0,1403.0,1071.0
Telfair,2007,8477.0,28163.0,1137.0,397.0,417.0,283.0,72.0,,751.0,1083.0,219.0,1026.0,715.0,299.0,33.0,349.0,71.0,539.0,895.0,218.0,859.0
Telfair,2012,7304.0,24348.0,154.0,97.0,79.0,37.0,119.0,,110.0,661.0,317.0,541.0,497.0,120.0,216.0,45.0,66.0,439.0,763.0,350.0,715.0
Terrell,2007,33056.0,120641.0,7894.0,6035.0,5870.0,,,,997.0,3706.0,822.0,2763.0,1937.0,,394.0,4107.0,234.0,1846.0,1109.0,1756.0,3057.0
Terrell,2012,47036.0,189660.0,152.0,133.0,115.0,30.0,127.0,,58.0,4137.0,1781.0,2926.0,2818.0,279.0,976.0,62.0,1045.0,1880.0,1492.0,3936.0,5980.0
Thomas,2007,63523.0,130974.0,11596.0,8526.0,5610.0,2767.0,119.0,,10017.0,3931.0,1138.0,4101.0,7146.0,546.0,762.0,4534.0,146.0,2890.0,2078.0,4075.0,5119.0
Thomas,2012,77929.0,191473.0,339.0,259.0,203.0,75.0,586.0,,195.0,6775.0,1731.0,5511.0,7556.0,715.0,1286.0,117.0,329.0,2632.0,2063.0,6280.0,7200.0
Tift,2007,56295.0,139344.0,8679.0,7004.0,4890.0,216.0,199.0,,1839.0,5303.0,1532.0,4546.0,10254.0,1791.0,730.0,3203.0,498.0,2806.0,1258.0,3223.0,4274.0
Tift,2012,49668.0,174274.0,302.0,271.0,196.0,59.0,190.0,,151.0,4365.0,1998.0,3657.0,5225.0,1419.0,1035.0,128.0,416.0,1823.0,1166.0,2734.0,5557.0
Toombs,2007,32171.0,94342.0,4328.0,3784.0,2537.0,3251.0,281.0,,7706.0,1965.0,858.0,2815.0,5665.0,844.0,666.0,935.0,66.0,2117.0,1158.0,2315.0,1740.0
Toombs,2012,45349.0,169214.0,197.0,150.0,101.0,47.0,2656.0,,134.0,2516.0,1669.0,2231.0,6504.0,4439.0,429.0,43.0,121.0,1624.0,957.0,2318.0,3357.0
Towns,2007,3953.0,34075.0,335.0,135.0,186.0,187.0,,,777.0,251.0,134.0,306.0,262.0,86.0,,194.0,,283.0,165.0,242.0,387.0
Towns,2012,4769.0,43756.0,79.0,40.0,17.0,31.0,94.0,,73.0,412.0,158.0,464.0,582.0,364.0,31.0,15.0,13.0,147.0,147.0,638.0,319.0
Treutlen,2007,6965.0,46123.0,699.0,320.0,470.0,17.0,12.0,,275.0,920.0,303.0,702.0,1154.0,260.0,,216.0,,578.0,351.0,669.0,1174.0
Treutlen,2012,5367.0,36018.0,71.0,42.0,32.0,17.0,6.0,,52.0,520.0,276.0,635.0,614.0,17.0,147.0,13.0,2.0,538.0,293.0,326.0,803.0
Troup,2007,5949.0,24685.0,206.0,46.0,152.0,242.0,228.0,,1682.0,375.0,178.0,660.0,607.0,39.0,61.0,64.0,4.0,509.0,689.0,373.0,624.0
Troup,2012,5269.0,24854.0,163.0,85.0,70.0,81.0,94.0,,175.0,431.0,190.0,449.0,306.0,14.0,53.0,26.0,22.0,458.0,551.0,404.0,732.0
Turner,2007,38933.0,140047.0,5278.0,5690.0,3411.0,1053.0,297.0,,4898.0,3212.0,1148.0,2584.0,2870.0,237.0,684.0,2244.0,450.0,2019.0,996.0,2402.0,3424.0
Turner,2012,41772.0,159436.0,181.0,130.0,132.0,38.0,265.0,,134.0,3127.0,1480.0,3743.0,2119.0,924.0,976.0,99.0,505.0,2075.0,796.0,3454.0,4871.0
Twiggs,2007,4626.0,38228.0,1695.0,1059.0,835.0,129.0,26.0,,360.0,574.0,83.0,468.0,,,78.0,359.0,11.0,231.0,359.0,243.0,531.0
Twiggs,2012,7642.0,70763.0,62.0,36.0,39.0,23.0,122.0,,68.0,742.0,233.0,564.0,327.0,37.0,54.0,7.0,181.0,280.0,324.0,462.0,586.0
Union,2007,15051.0,53562.0,489.0,206.0,120.0,,105.0,,2499.0,1236.0,613.0,1554.0,,182.0,36.0,132.0,69.0,915.0,663.0,904.0,1372.0
Union,2012,13474.0,54113.0,161.0,70.0,47.0,45.0,179.0,,155.0,657.0,445.0,727.0,1036.0,545.0,44.0,48.0,9.0,628.0,459.0,862.0,878.0
Upson,2007,24707.0,70998.0,376.0,180.0,379.0,2579.0,58.0,,11913.0,904.0,565.0,1178.0,1021.0,107.0,18.0,132.0,68.0,719.0,661.0,2215.0,1218.0
Upson,2012,23089.0,78002.0,186.0,102.0,77.0,59.0,192.0,,212.0,747.0,534.0,1044.0,1920.0,365.0,212.0,22.0,51.0,752.0,603.0,1300.0,966.0
Walker,2007,74513.0,138500.0,1321.0,853.0,980.0,13239.0,334.0,,58900.0,2056.0,1151.0,1842.0,1339.0,569.0,131.0,1356.0,26.0,3073.0,1067.0,7496.0,3440.0
Walker,2012,93750.0,177558.0,292.0,219.0,171.0,178.0,1246.0,,404.0,2576.0,1391.0,2482.0,3268.0,351.0,1099.0,79.0,70.0,2309.0,1415.0,2138.0,5991.0
